tf_label,pair,sma,M_exit,tp_pips,trades,is_n,oos_n,is_net,oos_net,is_pd,oos_pd,oos_dd,oos_wr,days
S5/M2/M10,GBP_USD,5/10/22,1,15.0,23,17,6,-114.1,-15.1,-29.57,-7.85,-20.1,33.3,5.8
S5/M2/M10,GBP_USD,5/10/22,1,20.0,23,17,6,-124.6,-15.1,-32.3,-7.85,-20.1,33.3,5.8
S5/M2/M10,GBP_USD,5/10/22,1,30.0,23,17,6,-153.7,-15.1,-39.85,-7.85,-20.1,33.3,5.8
S5/M2/M10,GBP_USD,5/15/35,0,15.0,1,1,0,-51.2,0.0,-13.27,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,5/15/35,0,20.0,1,1,0,-51.2,0.0,-13.27,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,5/15/35,0,30.0,1,1,0,-51.2,0.0,-13.27,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,5/15/35,1,15.0,14,9,5,-33.2,-22.1,-8.61,-11.43,-33.9,20.0,5.8
S5/M2/M10,GBP_USD,5/15/35,1,20.0,13,9,4,-28.2,-18.8,-7.31,-9.72,-24.5,25.0,5.8
S5/M2/M10,GBP_USD,5/15/35,1,30.0,13,9,4,-28.3,-18.8,-7.33,-9.72,-24.5,25.0,5.8
S5/M2/M10,GBP_USD,5/22/50,0,15.0,1,1,0,-49.1,0.0,-12.72,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,5/22/50,0,20.0,1,1,0,-49.1,0.0,-12.72,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,5/22/50,0,30.0,1,1,0,-49.1,0.0,-12.72,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,5/22/50,1,15.0,14,8,6,-59.4,-5.2,-15.39,-2.72,-24.2,33.3,5.8
S5/M2/M10,GBP_USD,5/22/50,1,20.0,14,8,6,-82.0,4.8,-21.25,2.47,-24.2,33.3,5.8
S5/M2/M10,GBP_USD,5/22/50,1,30.0,14,8,6,-82.0,7.1,-21.25,3.69,-24.2,33.3,5.8
