ci,name,is_pnl,is_ntrd,oos_pnl,oos_ntrd,c0,c1,c2
719,b10_r1_n8_E2_X3c_3_5,821.1,67,84.8,14,70.6,276.6,473.9
711,b10_r1_n8_E2_X3b_3,818.5,67,75.8,14,99.9,304.7,413.9
710,b10_r1_n8_E2_X3b_2,749.5,69,195.4,14,90.7,81.3,577.5
717,b10_r1_n8_E2_X3c_2_3,749.3,69,194.4,14,90.7,81.1,577.5
1229,b15_r1_n6_E2_X3c_3_5,734.2,107,153.8,29,320.4,223.1,190.7
718,b10_r1_n8_E2_X3c_2_5,731.9,69,185.4,14,73.3,81.1,577.5
695,b10_r1_n8_E1_X3b_2,704.4,98,124.0,21,90.7,70.8,542.9
704,b10_r1_n8_E1_X3c_3_5,701.6,96,37.2,21,11.5,263.5,426.6
702,b10_r1_n8_E1_X3c_2_3,696.3,98,116.8,21,81.3,70.6,544.4
696,b10_r1_n8_E1_X3b_3,694.7,96,-26.2,21,19.9,274.9,399.9
703,b10_r1_n8_E1_X3c_2_5,688.3,98,118.4,21,52.9,70.6,564.8
1761,b20_r1_n6_E2_X3b_3,604.4,72,281.0,19,153.2,365.2,86.0
2386,b30_r2_n3_E2_X1_5,467.8,226,228.5,75,6.6,386.7,74.5
712,b10_r1_n8_E2_X7_3,259.8,61,-278.8,13,3.3,206.9,49.6
