ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,passed_mc,oos_pnl,oos_ntrd
2166,b30_r1_n2_E1_X3b_3,2401.0,760,0.204,-6.44,0,-235.1,370
700,b10_r1_n8_E1_X3c_1_3,2376.7,141,0.0,4.44,1,542.9,59
694,b10_r1_n8_E1_X3b_1,2376.7,141,0.0,4.44,1,542.9,59
701,b10_r1_n8_E1_X3c_1_5,2376.7,141,0.0,4.44,1,542.9,59
2362,b30_r2_n2_E2_X7_3,2363.0,335,0.206,-5.71,0,-4241.6,179
2237,b30_r1_n4_E2_X1_8,2359.5,156,0.159,-2.94,0,-9.2,80
2048,b20_r3_n4_E1_X7_5,2270.3,401,0.201,-5.42,0,-1779.4,207
1807,b20_r2_n2_E1_X7_3,2240.7,907,0.234,-6.55,0,-4695.7,492
1851,b20_r2_n3_E2_X3b_3,2222.5,896,0.133,-3.09,0,-883.1,436
2360,b30_r2_n2_E2_X3b_2,2199.5,1015,0.179,-4.02,0,-558.7,488
2368,b30_r2_n2_E2_X3c_2_5,2127.4,1015,0.19,-4.13,0,-558.7,488
1912,b20_r2_n5_E2_X7_3,2099.9,412,0.203,-3.93,0,-2276.8,214
2367,b30_r2_n2_E2_X3c_2_3,2095.0,1015,0.193,-4.22,0,-558.7,488
1913,b20_r2_n5_E2_X7_5,2020.3,409,0.207,-4.68,0,-1161.2,207
2423,b30_r2_n4_E2_X7_5,1980.1,235,0.18,-5.17,0,-941.1,118
2543,b30_r3_n2_E2_X7_5,1960.6,169,0.235,-6.31,0,-417.0,78
2573,b30_r3_n3_E2_X7_5,1960.6,169,0.235,-6.31,0,-417.0,78
1859,b20_r2_n3_E2_X3c_3_5,1938.8,903,0.158,-3.4,0,-735.6,440
1059,b10_r3_n8_E1_X7_8,1782.1,995,0.236,-5.55,0,-2918.9,535
1839,b20_r2_n3_E1_X7_8,1742.7,754,0.301,-7.09,0,-3388.1,421
717,b10_r1_n8_E2_X3c_2_3,1684.3,116,0.0,2.93,1,399.5,39
