ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,oos_pnl,oos_ntrd,oos_pd,oos_pass
2772,atr20_m1p0_r2_n5_E1_X3c_1_5,7587.0,1389,0.0,11.25,3585.5,656,8.4,1
2768,atr20_m1p0_r2_n5_E1_X3b_1,7577.7,1389,0.0,11.22,3574.6,656,8.38,1
2774,atr20_m1p0_r2_n5_E1_X3c_1_3,7593.5,1389,0.0,11.25,3573.5,656,8.37,1
180,atr7_m0p5_r3_n3_E1_X3c_1_5,41062.7,19633,0.0,65.12,1742.1,367,4.08,1
176,atr7_m0p5_r3_n3_E1_X3b_1,41055.2,19633,0.0,65.12,1742.1,367,4.08,1
182,atr7_m0p5_r3_n3_E1_X3c_1_3,41059.6,19633,0.0,65.12,1742.1,367,4.08,1
160,atr7_m0p5_r3_n2_E1_X3b_1,28137.7,20000,0.0,44.42,0.0,0,0.0,0
22,atr7_m0p5_r1_n3_E1_X3c_1_3,27440.9,20000,0.0,43.25,0.0,0,0.0,0
20,atr7_m0p5_r1_n3_E1_X3c_1_5,27669.9,20000,0.0,43.63,0.0,0,0.0,0
16,atr7_m0p5_r1_n3_E1_X3b_1,27661.7,20000,0.0,43.54,0.0,0,0.0,0
166,atr7_m0p5_r3_n2_E1_X3c_1_3,28170.1,20000,0.0,44.48,0.0,0,0.0,0
164,atr7_m0p5_r3_n2_E1_X3c_1_5,28164.1,20000,0.0,44.47,0.0,0,0.0,0
1360,atr14_m0p5_r3_n2_E1_X3b_1,31253.5,20000,0.0,49.4,0.0,0,0.0,0
1366,atr14_m0p5_r3_n2_E1_X3c_1_3,31233.0,20000,0.0,49.36,0.0,0,0.0,0
2422,atr20_m0p5_r1_n3_E1_X3c_1_3,33179.0,20000,0.0,52.58,0.0,0,0.0,0
1364,atr14_m0p5_r3_n2_E1_X3c_1_5,31266.1,20000,0.0,49.42,0.0,0,0.0,0
2420,atr20_m0p5_r1_n3_E1_X3c_1_5,33437.1,20000,0.0,52.92,0.0,0,0.0,0
1222,atr14_m0p5_r1_n3_E1_X3c_1_3,30117.3,20000,0.0,47.56,0.0,0,0.0,0
1302,atr14_m0p5_r2_n3_E1_X3c_1_3,37910.0,20000,0.0,60.18,0.0,0,0.0,0
96,atr7_m0p5_r2_n3_E1_X3b_1,37098.9,20000,0.0,58.9,0.0,0,0.0,0
2416,atr20_m0p5_r1_n3_E1_X3b_1,33582.1,20000,0.0,53.12,0.0,0,0.0,0
100,atr7_m0p5_r2_n3_E1_X3c_1_5,37065.6,20000,0.0,58.89,0.0,0,0.0,0
102,atr7_m0p5_r2_n3_E1_X3c_1_3,36963.2,20000,0.0,58.59,0.0,0,0.0,0
2502,atr20_m0p5_r2_n3_E1_X3c_1_3,40595.1,20000,0.0,64.45,0.0,0,0.0,0
1296,atr14_m0p5_r2_n3_E1_X3b_1,38042.1,20000,0.0,60.47,0.0,0,0.0,0
1300,atr14_m0p5_r2_n3_E1_X3c_1_5,37996.2,20000,0.0,60.42,0.0,0,0.0,0
1220,atr14_m0p5_r1_n3_E1_X3c_1_5,30357.7,20000,0.0,47.98,0.0,0,0.0,0
1216,atr14_m0p5_r1_n3_E1_X3b_1,30345.7,20000,0.0,47.86,0.0,0,0.0,0
1376,atr14_m0p5_r3_n3_E1_X3b_1,44759.2,20000,0.0,71.29,0.0,0,0.0,0
2582,atr20_m0p5_r3_n3_E1_X3c_1_3,45600.1,20000,0.0,72.66,0.0,0,0.0,0
2580,atr20_m0p5_r3_n3_E1_X3c_1_5,45616.9,20000,0.0,72.67,0.0,0,0.0,0
2576,atr20_m0p5_r3_n3_E1_X3b_1,45615.7,20000,0.0,72.67,0.0,0,0.0,0
1382,atr14_m0p5_r3_n3_E1_X3c_1_3,44708.9,20000,0.0,71.19,0.0,0,0.0,0
1380,atr14_m0p5_r3_n3_E1_X3c_1_5,44747.8,20000,0.0,71.26,0.0,0,0.0,0
2500,atr20_m0p5_r2_n3_E1_X3c_1_5,40638.1,20000,0.0,64.51,0.0,0,0.0,0
2496,atr20_m0p5_r2_n3_E1_X3b_1,40669.9,20000,0.0,64.58,0.0,0,0.0,0
